species_group,isscaap_group,species,gear,fui,ghg,gear_weighting,species_weighting,consumption_weighting
Gadiformes,"Cods, hakes, haddocks",European hake,"Other, Mixed, or Unknown",587,2434.093333,0.063000177,0.013662828,1
Gadiformes,"Cods, hakes, haddocks",European hake,"Other, Mixed, or Unknown",1668,6916.64,0.063000177,0.013662828,1
Gadiformes,"Cods, hakes, haddocks",European hake,"Other, Mixed, or Unknown",1719,7128.12,0.063000177,0.013662828,1
Gadiformes,"Cods, hakes, haddocks",European hake,"Other, Mixed, or Unknown",1889,7833.053333,0.063000177,0.013662828,1
Gadiformes,"Cods, hakes, haddocks",Greater forkbeard,"Other, Mixed, or Unknown",388,1608.906667,0.617365822,0.00024184,1
Gadiformes,"Cods, hakes, haddocks","Grenadiers, rattails nei",Midwater Trawls,863,3578.573333,9.58E-07,0.007469045,1
Gadiformes,"Cods, hakes, haddocks",Haddock,Bottom Trawls,458,1899.173333,0.319351918,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Haddock,Bottom Trawls,495,2052.6,0.319351918,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Haddock,Bottom Trawls,963,3993.24,0.319351918,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Haddock,Gillnets and Entangling Nets,297,1231.56,0.025228542,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Haddock,Long lines,396,1642.08,0.163461313,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Haddock,"Other, Mixed, or Unknown",471,1953.08,0.344064931,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Haddock,"Other, Mixed, or Unknown",625,2591.666667,0.344064931,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Haddock,"Other, Mixed, or Unknown",952,3947.626667,0.344064931,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Haddock,"Other, Mixed, or Unknown",1150,4768.666667,0.344064931,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Haddock,"Other, Mixed, or Unknown",1236,5125.28,0.344064931,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Haddock,"Other, Mixed, or Unknown",1400,5805.333333,0.344064931,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Haddock,Surrounding Nets,290,1202.533333,0.11077084,0.043084412,1
Gadiformes,"Cods, hakes, haddocks",Ling,Bottom Trawls,363,1505.24,0.18374252,0.00483056,1
Gadiformes,"Cods, hakes, haddocks",Ling,Midwater Trawls,593,2458.973333,1.12E-05,0.00483056,1
Gadiformes,"Cods, hakes, haddocks",Ling,"Other, Mixed, or Unknown",365,1513.533333,0.069424179,0.00483056,1
Gadiformes,"Cods, hakes, haddocks",Norway pout,"Other, Mixed, or Unknown",118,489.3066667,0.008080718,0.006707809,1
Gadiformes,"Cods, hakes, haddocks",Pacific cod,Long lines,410,1700.133333,0.008150872,0.051683156,1
Gadiformes,"Cods, hakes, haddocks",Pollack,Bottom Trawls,963,3993.24,0.423479293,0.00096692,1
Gadiformes,"Cods, hakes, haddocks",Pollack,Gillnets and Entangling Nets,297,1231.56,0.077792588,0.00096692,1
Gadiformes,"Cods, hakes, haddocks",Pollack,Long lines,396,1642.08,0.088684213,0.00096692,1
Gadiformes,"Cods, hakes, haddocks",Pollack,"Other, Mixed, or Unknown",306,1268.88,0.289215072,0.00096692,1
Gadiformes,"Cods, hakes, haddocks",Red codling,Midwater Trawls,302,1252.293333,0,0.0007711,1
Gadiformes,"Cods, hakes, haddocks",Red hake,Bottom Trawls,631,2616.546667,0.449001334,0.000126092,1
Gadiformes,"Cods, hakes, haddocks",Roughhead grenadier,"Other, Mixed, or Unknown",447,1853.56,0.351040829,0.000235641,1
Gadiformes,"Cods, hakes, haddocks",Roundnose grenadier,"Other, Mixed, or Unknown",494,2048.453333,0.682209588,0.000499383,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),Bottom Trawls,419,1737.453333,0.503739384,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),Bottom Trawls,434,1799.653333,0.503739384,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),Bottom Trawls,438,1816.24,0.503739384,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),Bottom Trawls,450,1866,0.503739384,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),Bottom Trawls,453,1878.44,0.503739384,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),Bottom Trawls,472,1957.226667,0.503739384,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),"Other, Mixed, or Unknown",435,1803.8,0.137614827,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),"Other, Mixed, or Unknown",1330,5515.066667,0.137614827,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),"Other, Mixed, or Unknown",1520,6302.933333,0.137614827,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),"Other, Mixed, or Unknown",1578,6543.44,0.137614827,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),"Other, Mixed, or Unknown",1789,7418.386667,0.137614827,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Saithe(=Pollock),Surrounding Nets,290,1202.533333,0.179479125,0.039071207,1
Gadiformes,"Cods, hakes, haddocks",Silver hake,Bottom Trawls,152,630.2933333,0.60196827,0.001912173,1
Gadiformes,"Cods, hakes, haddocks",Silver hake,Bottom Trawls,454,1882.586667,0.60196827,0.001912173,1
Gadiformes,"Cods, hakes, haddocks",Silver hake,Bottom Trawls,631,2616.546667,0.60196827,0.001912173,1
Gadiformes,"Cods, hakes, haddocks",Southern blue whiting,Midwater Trawls,207,858.36,0.133998802,0.01340066,1
Gadiformes,"Cods, hakes, haddocks",Southern blue whiting,Midwater Trawls,270,1119.6,0.133998802,0.01340066,1
Gadiformes,"Cods, hakes, haddocks",Southern hake,Midwater Trawls,221,916.4133333,0,0.003520364,1
Gadiformes,"Cods, hakes, haddocks",White hake,Bottom Trawls,963,3993.24,0.44142542,0.000482727,1
Gadiformes,"Cods, hakes, haddocks",White hake,Gillnets and Entangling Nets,297,1231.56,0.154648866,0.000482727,1
Gadiformes,"Cods, hakes, haddocks",White hake,Long lines,396,1642.08,0.038708238,0.000482727,1
Gadiformes,"Cods, hakes, haddocks",Whiting,"Other, Mixed, or Unknown",471,1953.08,0.104421848,0.007561662,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Atlantic wolffish,"Other, Mixed, or Unknown",400,1658.666667,0.223458653,0.00422693,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Beaked redfish,"Other, Mixed, or Unknown",565,2342.866667,0.534819675,0.018615964,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Black oreo,Midwater Trawls,207,858.36,0,4.70E-06,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Blackthroat seaperch,Surrounding Nets,777,3221.96,0,0.000750154,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Blackthroat seaperch,Surrounding Nets,800,3317.333333,0,0.000750154,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Blackthroat seaperch,Surrounding Nets,804,3333.92,0,0.000750154,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Blue moki,Midwater Trawls,522,2164.56,0.029447583,,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Bluenose warehou,Surrounding Nets,265,1098.866667,0,0.000691355,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Bluenose warehou,Surrounding Nets,314,1302.053333,0,0.000691355,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Bluenose warehou,Surrounding Nets,343,1422.306667,0,0.000691355,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Bluenose warehou,Surrounding Nets,357,1480.36,0,0.000691355,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Bluenose warehou,Surrounding Nets,387,1604.76,0,0.000691355,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Bluenose warehou,Surrounding Nets,398,1650.373333,0,0.000691355,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Bluenose warehou,Surrounding Nets,429,1778.92,0,0.000691355,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Bluenose warehou,Surrounding Nets,495,2052.6,0,0.000691355,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Bluenose warehou,Surrounding Nets,496,2056.746667,0,0.000691355,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Common warehou,Midwater Trawls,240,995.2,0,0.001106976,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Conger eel,Midwater Trawls,489,2027.72,0.029447583,,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",European conger,Hooks and Lines,1178,4884.773333,0.179662677,0.011713976,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",European conger,Hooks and Lines,1399,5801.186667,0.179662677,0.011713976,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",European conger,Hooks and Lines,1635,6779.8,0.179662677,0.011713976,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",European conger,Hooks and Lines,2092,8674.826667,0.179662677,0.011713976,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Giant stargazer,Midwater Trawls,276,1144.48,0,0.001093977,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Bottom Trawls,236,978.6133333,0.856628562,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Bottom Trawls,267,1107.16,0.856628562,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Bottom Trawls,284,1177.653333,0.856628562,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Bottom Trawls,313,1297.906667,0.856628562,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Bottom Trawls,334,1384.986667,0.856628562,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Bottom Trawls,426,1766.48,0.856628562,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Bottom Trawls,442,1832.826667,0.856628562,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Bottom Trawls,505,2094.066667,0.856628562,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Bottom Trawls,508,2106.506667,0.856628562,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Bottom Trawls,519,2152.12,0.856628562,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Bottom Trawls,560,2322.133333,0.856628562,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,Midwater Trawls,413,1712.573333,0.000790751,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Golden redfish,"Other, Mixed, or Unknown",435,1803.8,0.018953712,0.017039919,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Hapuku wreckfish,Midwater Trawls,593,2458.973333,9.10E-07,0.000138137,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",John dory,Midwater Trawls,1062,4403.76,0.000958953,0.008070782,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Bottom Trawls,389,1613.053333,0.563600421,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Bottom Trawls,479,1986.253333,0.563600421,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Bottom Trawls,536,2222.613333,0.563600421,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Bottom Trawls,992,4113.493333,0.563600421,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Bottom Trawls,1011,4192.28,0.563600421,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Bottom Trawls,1106,4586.213333,0.563600421,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Hooks and Lines,1593,6605.64,0.017292527,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Hooks and Lines,1691,7012.013333,0.017292527,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Hooks and Lines,1981,8214.546667,0.017292527,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Long lines,2596,10764.74667,0.1397114,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Long lines,2649,10984.52,0.1397114,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Long lines,2747,11390.89333,0.1397114,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,"Other, Mixed, or Unknown",426,1766.48,0.081471296,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,"Other, Mixed, or Unknown",559,2317.986667,0.081471296,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,"Other, Mixed, or Unknown",570,2363.6,0.081471296,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,"Other, Mixed, or Unknown",800,3317.333333,0.081471296,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,"Other, Mixed, or Unknown",894,3707.12,0.081471296,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,"Other, Mixed, or Unknown",917,3802.493333,0.081471296,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Surrounding Nets,389,1613.053333,0.066980537,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Surrounding Nets,483,2002.84,0.066980537,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Largehead hairtail,Surrounding Nets,532,2206.026667,0.066980537,0.43641765,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Lumpfish(=Lumpsucker),"Other, Mixed, or Unknown",118,489.3066667,0.022024691,0.005046684,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Monkfishes,Bottom Trawls,985,4084.466667,0.161753764,0.00974541,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Monkfishes,Dredges,445,1845.266667,0.017888176,0.00974541,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Monkfishes,Gillnets and Entangling Nets,315,1306.2,0.537348678,0.00974541,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Monkfishes,Gillnets and Entangling Nets,677,2807.293333,0.537348678,0.00974541,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Northern wolffish,"Other, Mixed, or Unknown",388,1608.906667,0.999732045,0.002189049,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Orange roughy,Bottom Trawls,587,2434.093333,0.863741917,0.003031565,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Orange roughy,Midwater Trawls,443,1836.973333,0,0.003031565,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Orange roughy,Midwater Trawls,683,2832.173333,0,0.003031565,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Orange roughy,Midwater Trawls,867,3595.16,0,0.003031565,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Orange roughy,Midwater Trawls,883,3661.506667,0,0.003031565,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Orange roughy,Midwater Trawls,960,3980.8,0,0.003031565,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Orange roughy,Midwater Trawls,1012,4196.426667,0,0.003031565,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Orange roughy,Midwater Trawls,1080,4478.4,0,0.003031565,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Oreo dories nei,Midwater Trawls,306,1268.88,0,0.004744852,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Pink cusk-eel,Surrounding Nets,434,1799.653333,0,0.012466232,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Pink cusk-eel,Surrounding Nets,497,2060.893333,0,0.012466232,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Porae,Midwater Trawls,242,1003.493333,0,0.002223932,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Rubyfish,Midwater Trawls,367,1521.826667,0,0.000182363,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Silver gemfish,Midwater Trawls,238,986.9066667,0,0.000116124,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Silver warehou,Midwater Trawls,231,957.88,0,0.003337407,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Spotted stargazer,Midwater Trawls,519,2152.12,0.029447583,,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Spotted wolffish,"Other, Mixed, or Unknown",365,1513.533333,0.949101549,0.002563844,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",Tarakihi,Midwater Trawls,446,1849.413333,0,0.000203255,1
"Jacks, mullets, sauries","Jacks, mullets, sauries",White warehou,Midwater Trawls,599,2483.853333,0,0.000593194,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Albacore,Hooks and Lines,1107,4590.36,0.722968838,0.007736384,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Albacore,Hooks and Lines,1485,6157.8,0.722968838,0.007736384,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Albacore,Long lines,302,1252.293333,0.040327765,0.007736384,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Albacore,Long lines,884,3665.653333,0.040327765,0.007736384,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Albacore,Long lines,903,3744.44,0.040327765,0.007736384,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Albacore,Long lines,1135,4706.466667,0.040327765,0.007736384,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Albacore,Midwater Trawls,1649,6837.853333,0,0.007736384,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Albacore,"Other, Mixed, or Unknown",862,3574.426667,0.123212643,0.007736384,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Albacore,"Other, Mixed, or Unknown",915,3794.2,0.123212643,0.007736384,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Albacore,"Other, Mixed, or Unknown",1657,6871.026667,0.123212643,0.007736384,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Atlantic bluefin tuna,Hooks and Lines,1080,4478.4,0.093579438,0.001984477,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Atlantic bluefin tuna,Hooks and Lines,1136,4710.613333,0.093579438,0.001984477,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Bigeye tuna,Long lines,1176,4876.48,0.022882833,0.004937624,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Bigeye tuna,Long lines,2024,8392.853333,0.022882833,0.004937624,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Mackerels,Surrounding Nets,149,617.8533333,0.847827184,0.16715087,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Mackerels,Surrounding Nets,162,671.76,0.847827184,0.16715087,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Skipjack tuna,Surrounding Nets,195,808.6,0.080572415,0.039492078,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Skipjack tuna,Surrounding Nets,354,1467.92,0.080572415,0.039492078,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Skipjack tuna,Surrounding Nets,373,1546.706667,0.080572415,0.039492078,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Skipjack tuna,Surrounding Nets,442,1832.826667,0.080572415,0.039492078,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Skipjack tuna,Surrounding Nets,454,1882.586667,0.080572415,0.039492078,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Skipjack tuna,Surrounding Nets,527,2185.293333,0.080572415,0.039492078,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Skipjack tuna,Surrounding Nets,797,3304.893333,0.080572415,0.039492078,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Skipjack tuna,Surrounding Nets,868,3599.306667,0.080572415,0.039492078,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Swordfish,Hooks and Lines,570,2363.6,0.419116189,0.005170513,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Swordfish,Hooks and Lines,1344,5573.12,0.419116189,0.005170513,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Swordfish,Hooks and Lines,1388,5755.573333,0.419116189,0.005170513,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Swordfish,Hooks and Lines,1611,6680.28,0.419116189,0.005170513,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Swordfish,Hooks and Lines,1695,7028.6,0.419116189,0.005170513,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Swordfish,Hooks and Lines,1867,7741.826667,0.419116189,0.005170513,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Swordfish,Hooks and Lines,2043,8471.64,0.419116189,0.005170513,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Swordfish,Hooks and Lines,2705,11216.73333,0.419116189,0.005170513,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Swordfish,Hooks and Lines,3478,14422.10667,0.419116189,0.005170513,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Swordfish,Long lines,1740,7215.2,0.010269603,0.005170513,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Swordfish,Long lines,2678,11104.77333,0.010269603,0.005170513,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Tuna,Long lines,106,439.5466667,0.000290789,0.003394255,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Tuna,Long lines,4985,20671.13333,0.000290789,0.003394255,1
Large pelagic fishes,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",Gillnets and Entangling Nets,683,2832.173333,0.035983029,0.018805507,1
Large pelagic fishes,"Tunas, bonitos, billfishes","Tunas, bonitos, billfishes",Long lines,1986,8235.28,0.003522865,0.018805507,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,937,3885.426667,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,994,4121.786667,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1012,4196.426667,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1027,4258.626667,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1030,4271.066667,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1216,5042.346667,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1394,5780.453333,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1420,5888.266667,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1526,6327.813333,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1583,6564.173333,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1624,6734.186667,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1642,6808.826667,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1826,7571.813333,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,1884,7812.32,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,2024,8392.853333,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,2199,9118.52,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,2425,10055.66667,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,2476,10267.14667,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Long lines,3300,13684,0.021054384,0.070650942,1
Large pelagic fishes,"Tunas, bonitos, billfishes",Yellowfin tuna,Surrounding Nets,433,1795.506667,0.058551958,0.070650942,1
Lobsters,"Lobsters, spiny-rock lobsters",American lobster,Traps and Lift Nets,991,4109.346667,0.978935532,0.073485218,1
Lobsters,"Lobsters, spiny-rock lobsters",American lobster,Traps and Lift Nets,1026,4254.48,0.978935532,0.073485218,1
Lobsters,"Lobsters, spiny-rock lobsters",European lobster,"Other, Mixed, or Unknown",306,1268.88,0.706647367,0.002621861,1
Lobsters,"Lobsters, spiny-rock lobsters","Lobsters, spiny-rock lobsters",Midwater Trawls,2169,8994.12,1.40E-05,,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,1010,4188.133333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,1010,4188.133333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,1018,4221.306667,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,1038,4304.24,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,1092,4528.16,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,1190,4934.533333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,1222,5067.226667,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,3400,14098.66667,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,3400,14098.66667,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,3500,14513.33333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,3700,15342.66667,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,4000,16586.66667,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,4000,16586.66667,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,4119,17080.12,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,5200,21562.66667,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,5500,22806.66667,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,5600,23221.33333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,6200,25709.33333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,6500,26953.33333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,6700,27782.66667,0.792576523,0.028606147,1
